Player,CM,KG,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,Team,Season
"Cristian Álvarez 38,  GK",186,83,18,1598,-,-,6,-,-,49.3,0.2,1,6.84,Espanyol,2012/2013
"Cristhian Stuani 37,  AM(CLR),FW",186,76,21(11),2157,7,4,14,-,1.5,59.5,3.1,-,6.81,Espanyol,2012/2013
"Víctor Álvarez 31,  D(L),M(L)",178,71,13(5),1146,-,2,1,1,0.2,67.6,1.2,-,6.72,Espanyol,2012/2013
"Joan Verdú 40,  M(CR)",178,71,36(1),3115,9,3,7,-,1.6,80.5,0.4,-,6.7,Espanyol,2012/2013
"Raúl Rodríguez 36,  D(CR),DMC",183,70,18(5),1686,-,-,4,1,0.3,78.8,1.7,2,6.68,Espanyol,2012/2013
"Felipe Mattioni 35,  D(R)",180,75,4(2),372,-,-,2,-,0.2,79.3,0.3,-,6.6,Espanyol,2012/2013
"Simão 44,  M(L)",170,64,18(8),1522,3,2,5,-,0.5,75.5,0.5,-,6.58,Espanyol,2012/2013
"Joan Capdevila Méndez 46,  D(L)",182,78,25(1),2256,-,-,6,-,0.5,71.5,1,1,6.56,Espanyol,2012/2013
"Raúl Baena 35,  M(C)",181,72,11(8),1008,1,1,6,-,0.7,77.9,1.2,-,6.48,Espanyol,2012/2013
"Samuele Longo 32,  FW",185,78,11(7),999,3,-,3,1,1.5,55.9,0.9,-,6.43,Espanyol,2012/2013
"Rui Fonte 33,  M(R),FW",181,73,5(5),488,-,-,2,-,1,74.5,1.3,-,6.42,Espanyol,2012/2013
"Cristian Gómez 34,  M(C)",181,75,8(8),727,-,1,3,-,0.3,86.1,0.4,-,6.23,Espanyol,2012/2013
"Cristian Alfonso 34,  Midfielder",183,77,2(11),302,-,-,1,-,0.4,64.8,0.2,-,6.23,Espanyol,2012/2013
"Sergio Tejera 33,  D(C),M(C),FW",180,75,3(9),326,1,-,5,-,0.7,76,0.4,-,6.22,Espanyol,2012/2013
"Juan Ángel Albín 37,  AM(C),FW",179,77,2(5),217,1,-,1,1,0.9,75,0.6,-,6.17,Espanyol,2012/2013
"Martin Petrov 45,  M(CL),FW",180,77,0(8),126,-,1,-,-,0.5,73,-,-,6.15,Espanyol,2012/2013
"Patrick Ebert 36,  M(CLR)",176,68,22(1),1809,6,7,4,-,3,73.3,1.7,4,7.46,Real Valladolid,2012/2013
"Dani Hernández 38,  GK",196,89,24,2160,-,-,1,-,-,52.2,0.8,2,7.1,Real Valladolid,2012/2013
"Manucho 41,  FW",190,84,19(6),1659,8,3,3,1,1.8,60.5,6.8,2,7.08,Real Valladolid,2012/2013
"Jaime 43,  GK",188,80,14,1260,-,-,1,-,-,63,0.4,1,7,Real Valladolid,2012/2013
"Víctor Pérez 36,  M(C)",177,71,24(1),2164,4,-,4,-,0.7,81.3,1,1,6.94,Real Valladolid,2012/2013
"Mikel Balenziaga 36,  D(L)",177,76,32,2871,-,1,3,-,0.1,73,1.1,1,6.93,Real Valladolid,2012/2013
"Henrique Sereno 38,  D(C)",187,78,19(1),1676,1,-,5,1,0.4,73.5,2.5,-,6.86,Real Valladolid,2012/2013
"Jesús Rueda 37,  D(C)",186,81,26(2),2411,-,-,3,-,0.1,81.1,1.4,-,6.83,Real Valladolid,2012/2013
"Marc Valiente 36,  D(C)",187,71,28,2408,-,1,4,-,0.3,85.4,1.8,1,6.83,Real Valladolid,2012/2013
"Óscar 41,  AM(CL)",175,77,33(2),2948,12,7,6,-,1.5,80.4,0.6,3,6.83,Real Valladolid,2012/2013
"Carlos Peña 40,  D(CL)",181,80,11(6),1056,-,1,3,-,0.4,75.5,1.1,-,6.82,Real Valladolid,2012/2013
"Omar Ramos 36,  AM(LR)",175,66,29(5),2440,1,5,5,-,0.9,81.6,0.6,-,6.78,Real Valladolid,2012/2013
"Antonio Rukavina 40,  D(LR),M(R)",177,74,37,3315,1,2,4,1,0.4,75.6,0.3,-,6.66,Real Valladolid,2012/2013
"Álvaro Rubio 44,  M(C)",180,67,34(1),2839,-,2,8,-,0.4,84.9,1,-,6.66,Real Valladolid,2012/2013
"Javi Guerra 42,  FW",178,76,17(13),1607,8,-,4,-,1.2,78.6,2.1,1,6.62,Real Valladolid,2012/2013
"Daniel Larsson 37,  AM(CLR),FW",176,77,17(1),1414,-,1,2,-,0.9,76.4,0.1,-,6.59,Real Valladolid,2012/2013
"Bueno 35,  AM(CL),FW",179,67,14(19),1452,5,4,4,-,1.1,78.4,0.1,1,6.57,Real Valladolid,2012/2013
"Lluis Sastre 37,  DMC",174,71,13(16),1373,1,-,10,-,0.4,83.1,0.7,-,6.42,Real Valladolid,2012/2013
"Javier Baraja 43,  M(C)",179,79,3(9),334,1,-,1,-,0.3,76.4,0.4,-,6.36,Real Valladolid,2012/2013
"Rubén Peña 32,  D(LR),M(LR),FW",170,65,0(4),78,-,-,-,-,0.5,71.1,0.5,-,6.3,Real Valladolid,2012/2013
"Valdet Rama 36,  AM(L)",182,77,1(4),134,-,-,-,-,0.4,77.5,0.6,-,6.26,Real Valladolid,2012/2013
"Juan Ángel Neira 35,  Midfielder",179,74,1(6),101,-,-,1,-,0.4,80.4,0.3,-,6.17,Real Valladolid,2012/2013
"Lolo Plá 30,  Forward",182,78,0(7),92,-,-,1,-,0.7,58.8,0.1,-,6.16,Real Valladolid,2012/2013
"Diego Mainz 41,  D(C)",187,79,26(1),2367,1,-,2,-,0.3,82.4,4.1,3,7.27,Granada,2012/2013
"Manuel Lucena 41,  Defender",186,77,2,180,-,-,-,-,1,75,3,-,7.14,Granada,2012/2013
"Nolito 37,  AM(CL)",175,65,17,1454,3,1,2,-,2.4,74.2,0.2,3,7.05,Granada,2012/2013
"Dani Benítez 36,  AM(L)",171,69,9,723,1,1,3,-,2.7,63.5,2,-,7.05,Granada,2012/2013
"Guilherme Siqueira 37,  D(L)",182,81,35,2996,6,3,6,1,0.6,69.9,0.9,4,7.01,Granada,2012/2013
"Roberto Fernández 45,  GK",181,76,14,1260,-,1,3,-,-,35.5,0.5,-,6.93,Granada,2012/2013
"Allan Nyom 35,  D(LR),M(R)",188,78,35,2960,-,2,9,-,0.5,70.8,0.7,-,6.89,Granada,2012/2013
"Toño 44,  GK",182,81,25,2250,-,-,3,-,-,42.1,0.4,1,6.86,Granada,2012/2013
"Yacine Brahimi 34,  M(CLR)",172,68,21(6),1850,-,1,6,1,1.4,84.6,0.1,1,6.83,Granada,2012/2013
"Recio 33,  M(C)",183,74,14(1),1252,2,-,5,-,0.8,81,1.2,-,6.83,Granada,2012/2013
"Mikel Rico 39,  M(C)",179,75,38,3342,2,-,4,1,0.9,81.6,0.6,1,6.82,Granada,2012/2013
"Íñigo López 41,  D(C)",184,81,21(2),1907,-,-,8,-,0.7,77.1,3.6,-,6.76,Granada,2012/2013
"Youssef El Arabi 37,  AM(C),FW",183,84,23(8),1999,8,1,4,-,1.8,65.9,2.6,1,6.71,Granada,2012/2013
"Pape Malickou Diakhaté 39,  D(C)",184,78,17(1),1496,-,-,6,-,0.2,74.1,1.3,-,6.64,Granada,2012/2013
"Iriney 42,  DMC",179,70,21(4),1788,-,-,5,1,0.3,82.9,1.1,-,6.63,Granada,2012/2013
"Odion Ighalo 34,  AM(C),FW",185,80,19(9),1778,4,2,4,-,1.8,71.2,1,-,6.62,Granada,2012/2013
"Borja Gómez 35,  D(C)",185,81,12,1050,-,-,3,1,0.3,71,1.9,-,6.59,Granada,2012/2013
"Gabriel Torje 34,  AM(CLR)",168,65,28(6),2215,3,-,6,-,1.3,64.9,0.5,1,6.57,Granada,2012/2013
"Fabián Orellana 38,  AM(CLR)",170,64,12(5),1066,-,1,2,-,1.2,74.6,0.6,-,6.51,Granada,2012/2013
"Antonio Floro Flores 40,  AM(L),FW",181,68,5(5),503,1,-,4,-,2.6,61.9,3.1,1,6.51,Granada,2012/2013
"Diego Buonanotte 35,  AM(C)",161,57,4(11),587,1,1,3,-,1.1,75.3,-,-,6.43,Granada,2012/2013
"Brayan Angulo 34,  D(L)",174,71,4(11),569,1,-,1,-,0.1,67.6,0.5,-,6.35,Granada,2012/2013
"Juanma Ortiz 42,  D(CR),M(CR)",179,70,5(17),800,-,2,3,-,0.1,74.1,0.4,-,6.34,Granada,2012/2013
"Jaime Romero 33,  M(R)",177,74,2(9),246,-,1,2,-,0.6,72.7,0.5,-,6.32,Granada,2012/2013
"Aranda 43,  FW",186,82,9(8),865,1,1,4,-,1,72.9,1,-,6.28,Granada,2012/2013
"Hassan Yebda 39,  M(C)",187,77,0(2),43,-,-,-,-,-,52.9,1,-,6.13,Granada,2012/2013
"Moisés Hurtado 43,  D(C),M(CR)",185,84,1,48,-,-,1,-,-,93.3,1,-,6.07,Granada,2012/2013
"Darwin Machís 31,  AM(LR)",170,68,0(4),40,-,-,-,-,0.5,66.7,0.3,-,6.04,Granada,2012/2013
"Emiliano Armenteros 38,  AM(CLR)",179,78,30,2629,3,5,11,1,2.5,70.4,1.8,3,7.34,Osasuna,2012/2013
"Damiá 41,  D(LR)",188,79,29,2482,-,1,15,-,0.4,72.3,3.5,2,7.33,Osasuna,2012/2013
"Francisco Silva 38,  D(C),M(C)",178,80,14(2),1303,1,1,3,1,1.1,79.6,1.6,-,7.11,Osasuna,2012/2013
"Alejandro Arribas 34,  D(C)",182,76,32(2),2746,2,-,10,3,0.6,69.2,2.7,2,7.01,Osasuna,2012/2013
"Miguel Flaño 39,  D(C)",177,70,22,1915,-,-,5,-,0.1,76.2,2.5,-,6.96,Osasuna,2012/2013
"Oier Sanjurjo 37,  D(CR),M(C)",178,72,25(6),2306,-,-,11,-,1.1,68.4,2.4,-,6.92,Osasuna,2012/2013
"Raoul Loé 35,  M(C)",192,83,18(5),1568,2,1,3,-,0.6,69.5,3.9,1,6.92,Osasuna,2012/2013
"Lolo 39,  D(C),M(C)",182,72,17(5),1606,1,2,6,-,1,67,2.6,2,6.91,Osasuna,2012/2013
"Miguel De las Cuevas 37,  M(CL)",175,69,15(1),1143,1,1,1,-,1.6,74.1,1.2,-,6.91,Osasuna,2012/2013
"Álvaro Cejudo 40,  M(LR)",179,74,25(7),2010,3,5,3,-,2.1,65.7,0.8,1,6.87,Osasuna,2012/2013
"Andrés Fernández 37,  GK",187,82,37,3330,-,-,2,-,-,43.3,0.4,2,6.84,Osasuna,2012/2013
"Marc Bertrán 41,  D(R)",181,78,20(3),1854,-,-,8,-,0.3,70.2,1.1,-,6.83,Osasuna,2012/2013
"Rubén González 42,  D(C)",187,77,15(1),1327,-,-,5,1,0.4,65.6,3,-,6.83,Osasuna,2012/2013
"Sisi 37,  AM(LR)",169,67,11,794,-,-,3,-,1.3,75,0.8,-,6.81,Osasuna,2012/2013
"David Timor 34,  D(C),M(C)",185,80,10(6),930,1,3,2,1,1.4,76.8,2.6,-,6.78,Osasuna,2012/2013
"Kike Sola 38,  FW",184,78,24(7),2062,9,1,3,-,1.4,57.2,2.8,1,6.68,Osasuna,2012/2013
"Anthony Annan 37,  DMC",175,64,5(1),386,-,-,1,-,0.2,84.3,1.8,-,6.65,Osasuna,2012/2013
"Roland Lamah 36,  M(CLR)",180,71,7(8),774,2,2,2,-,1.1,67.4,1.1,-,6.59,Osasuna,2012/2013
"Nano 41,  D(L)",186,80,13(1),1121,-,-,4,1,0.4,65.9,1.7,-,6.56,Osasuna,2012/2013
"Francisco Puñal 48,  M(C)",179,73,13(9),1376,1,1,5,1,0.4,74.1,1.1,-,6.54,Osasuna,2012/2013
"Roberto Torres 35,  AM(CLR)",178,72,1(4),170,1,-,-,-,1.6,65.6,0.2,-,6.49,Osasuna,2012/2013
"Unai García 32,  D(C)",186,81,1,90,-,-,1,-,-,73.1,1,-,6.4,Osasuna,2012/2013
"Echaide 36,  Defender",179,77,1,60,-,-,-,-,-,41.7,2,-,6.38,Osasuna,2012/2013
"Nino 43,  AM(C)",169,68,17(8),1613,3,1,1,-,1.4,75.8,1,-,6.34,Osasuna,2012/2013
"Manuel Onwu 36,  Forward",187,75,0(6),131,1,1,-,-,1,53.8,0.5,-,6.33,Osasuna,2012/2013
"Masoud Shojaei 39,  M(CL),FW",187,78,2(12),375,1,-,2,-,0.9,64.3,0.7,-,6.27,Osasuna,2012/2013
"Asier Riesgo 40,  GK",185,76,2,165,-,-,1,-,-,40.9,-,-,6.23,Osasuna,2012/2013
"Ricardo 52,  GK",187,88,0(1),16,-,-,-,-,-,100,-,-,6.18,Osasuna,2012/2013
"Joseba Llorente 44,  FW",184,72,10(14),931,1,-,2,1,1.1,67.1,0.7,-,6.14,Osasuna,2012/2013
"Maikel Mesa 32,  Midfielder",188,79,0(1),12,-,-,-,-,-,87.5,1,-,6.11,Osasuna,2012/2013
"Hugo Mallo 32,  D(CR),M(R)",173,69,17,1530,-,-,3,-,0.6,73.7,1.1,1,7.25,Celta Vigo,2012/2013
"Iago Aspas 36,  AM(CR),FW",176,67,34,2818,12,7,4,1,3,77.3,0.7,5,7.14,Celta Vigo,2012/2013
"Rubén Blanco 28,  GK",188,70,1(1),135,-,-,-,-,-,32.6,0.5,-,6.99,Celta Vigo,2012/2013
"Borja Oubiña 41,  DMC",179,75,36,3232,1,-,9,-,0.6,82.3,1.5,-,6.94,Celta Vigo,2012/2013
"Gustavo Cabral 38,  D(C)",182,80,26(1),2242,2,-,9,2,0.4,81.2,2.6,1,6.93,Celta Vigo,2012/2013
"Augusto Fernández 37,  M(CR)",177,73,36,2900,6,5,8,1,1.6,78.5,1,-,6.9,Celta Vigo,2012/2013
"Roberto Lago 38,  D(L)",178,70,32(2),2826,-,3,11,-,0.4,78.5,0.8,-,6.9,Celta Vigo,2012/2013
"Jonny Otto 30,  D(CLR),M(LR)",175,70,19,1628,-,-,5,-,0.2,71.5,1.7,-,6.84,Celta Vigo,2012/2013
"Vadim Demidov 37,  D(C)",185,80,12,1022,-,-,2,-,0.3,73.8,1.4,-,6.83,Celta Vigo,2012/2013
"Andrés Túñez 37,  D(C)",187,83,30,2700,-,-,5,-,0.3,75.2,1.5,2,6.8,Celta Vigo,2012/2013
"Sergio Álvarez 37,  GK",180,75,2,180,-,-,-,-,-,64.3,1,-,6.74,Celta Vigo,2012/2013
"Javi Varas 41,  GK",182,74,35,3106,-,-,4,-,-,50,0.4,2,6.73,Celta Vigo,2012/2013
"Álex López 36,  M(C)",177,71,30(3),2472,2,1,5,-,1.6,86.8,0.5,-,6.72,Celta Vigo,2012/2013
"Carlos Bellvis 38,  D(L)",170,65,8(5),816,-,-,1,-,0.2,77.6,1.2,-,6.71,Celta Vigo,2012/2013
"Michael Krohn-Dehli 40,  M(CLR)",171,70,32(2),2823,1,6,7,-,1.3,82.2,0.3,2,6.7,Celta Vigo,2012/2013
"Samuel 38,  Defender",186,83,0(1),35,-,-,-,-,-,57.1,2,-,6.7,Celta Vigo,2012/2013
"Jonathan Vila 38,  D(C)",186,78,10(4),1008,-,-,5,-,0.4,81.5,0.7,-,6.64,Celta Vigo,2012/2013
"Santi Mina 28,  AM(LR),FW",185,79,0(1),31,-,-,-,-,1,75,-,-,6.6,Celta Vigo,2012/2013
"Natxo Insa 37,  DMC",178,68,14(4),1144,2,-,6,-,0.7,77,0.6,1,6.47,Celta Vigo,2012/2013
"Mario Bermejo 45,  AM(C)",180,78,16(17),1610,5,-,4,-,1.1,65.5,2.6,1,6.45,Celta Vigo,2012/2013
"Fabián Orellana 38,  AM(CLR)",170,64,7(7),691,-,3,2,-,0.9,71.5,0.4,-,6.4,Celta Vigo,2012/2013
"Park Chu-Young 38,  FW",182,75,8(14),746,3,-,3,-,1.1,67.4,1.8,-,6.39,Celta Vigo,2012/2013
"Enrique De Lucas 45,  Midfielder",174,68,6(18),718,3,-,1,-,1,69.2,0.4,-,6.39,Celta Vigo,2012/2013
"Cristian Bustos 40,  Midfielder",176,75,2(5),215,-,-,1,-,-,89.7,0.1,-,6.29,Celta Vigo,2012/2013
"Danijel Pranjic 42,  D(L),M(C)",171,70,4(6),435,-,-,-,-,0.5,84.5,0.1,-,6.26,Celta Vigo,2012/2013
"Lévy Madinda 31,  M(C)",182,77,1(4),158,-,-,-,-,0.2,79.5,0.2,-,6.22,Celta Vigo,2012/2013
"Toni Dovale 33,  D(L),M(R)",173,70,0(14),243,-,1,2,-,0.3,80.7,0.1,-,6.21,Celta Vigo,2012/2013
"Joan Tomás 38,  Midfielder",167,70,0(3),23,-,-,-,-,0.3,79.2,-,-,6.05,Celta Vigo,2012/2013
"Geromel 38,  D(C)",187,83,29(1),2613,1,-,11,-,0.4,79.1,2.2,4,7.22,Mallorca,2012/2013
"Giovani dos Santos 34,  AM(CLR),FW",174,71,27(2),2395,6,7,4,-,2.4,81.9,0.1,4,7.05,Mallorca,2012/2013
"Víctor Casadesús 39,  AM(C),FW",180,79,31(2),2623,8,5,7,-,2.1,69.9,3.2,1,6.99,Mallorca,2012/2013
"Tomás Pina 36,  M(C)",184,78,34(2),2886,-,1,9,-,0.6,77.9,1.9,-,6.89,Mallorca,2012/2013
"Tomer Hemed 36,  FW",186,80,28(9),2396,11,1,4,-,2.6,67.1,4,2,6.83,Mallorca,2012/2013
"Antonio Luna 32,  D(L),M(L)",178,68,11,929,-,-,3,1,0.2,73,0.8,-,6.7,Mallorca,2012/2013
"Javi Márquez 37,  M(C)",174,71,19(6),1576,3,2,7,1,1.2,72.9,0.8,1,6.69,Mallorca,2012/2013
"Juan Calatayud 44,  GK",191,84,3,270,-,-,-,-,-,52.4,-,-,6.69,Mallorca,2012/2013
"Kevin Martín 34,  D(L)",178,74,8(3),817,1,1,2,-,0.4,67.4,0.9,-,6.68,Mallorca,2012/2013
"Pedro Bigas 33,  D(CL)",181,83,24,2062,1,1,7,-,0.4,73.3,1.5,-,6.65,Mallorca,2012/2013
"Antonio López 42,  D(L)",173,65,7(1),661,-,-,3,-,0.1,67.6,1.5,-,6.65,Mallorca,2012/2013
"Dudu Aouate 46,  GK",188,84,35,3122,-,1,2,-,-,46.5,0.5,-,6.62,Mallorca,2012/2013
"Martí 48,  M(C)",180,74,18(11),1758,1,1,9,-,0.6,74.4,0.4,-,6.62,Mallorca,2012/2013
"Emilio Nsue 34,  D(R),M(R),FW",182,77,25(7),2162,2,3,2,1,0.8,74.4,1.6,-,6.58,Mallorca,2012/2013
"Alan Hutton 39,  D(LR)",185,72,17,1486,-,-,4,-,0.5,68.8,1.6,-,6.56,Mallorca,2012/2013
"Ximo Navarro 34,  D(CLR)",176,75,13(3),999,-,-,2,2,0.3,70.9,0.6,-,6.55,Mallorca,2012/2013
"Rubén Miño 35,  Goalkeeper",191,86,0(1),28,-,-,-,-,-,62.5,-,-,6.52,Mallorca,2012/2013
"Alejandro Alfaro 37,  M(R)",175,72,13(14),1306,6,2,1,-,1.3,80.2,0.7,1,6.5,Mallorca,2012/2013
"Anderson Conceição 34,  D(C)",188,81,14(2),1241,-,-,1,-,0.3,65.9,1.9,1,6.5,Mallorca,2012/2013
"Fernando Tissone 37,  M(C)",180,77,12(3),1091,-,-,3,-,0.5,74.7,0.8,-,6.48,Mallorca,2012/2013
"João Victor 35,  D(C),M(CR)",181,75,2(5),274,-,-,1,-,0.4,67.1,0.1,-,6.48,Mallorca,2012/2013
"Michaël Pereira 36,  M(LR)",187,80,17(8),1438,1,-,6,-,1.4,71.8,0.7,-,6.45,Mallorca,2012/2013
"José Nunes 47,  D(C)",185,82,21(2),1969,-,-,3,1,0.5,78.1,2,-,6.45,Mallorca,2012/2013
"Javier Arizmendi 40,  M(CLR)",189,76,5(16),800,2,1,5,-,0.7,61,1.3,-,6.34,Mallorca,2012/2013
"Marc Fernández 33,  Forward",179,79,0(6),106,-,-,-,-,0.7,60.9,-,-,6.12,Mallorca,2012/2013
"Álvaro Giménez 32,  FW",183,83,0(1),10,-,-,-,-,-,100,-,-,6.02,Mallorca,2012/2013
"Charlie Took 30,  Defender",184,80,0(1),13,-,-,-,-,-,100,-,-,6.02,Mallorca,2012/2013
"Brandon Thomas 29,  FW",173,71,0(1),17,-,-,1,-,-,100,-,-,5.92,Mallorca,2012/2013
"Andreu Fontàs 34,  D(C),DMC",188,91,5(4),370,-,-,1,1,0.1,81.3,0.9,-,5.88,Mallorca,2012/2013
"Pizzi 34,  M(CLR)",177,71,35,3093,8,6,5,1,2.5,80.9,0.3,2,7.15,Deportivo La Coruna,2012/2013
"Abel Aguilar 39,  M(C)",185,82,27(1),2414,3,3,12,1,1.5,81.7,2.5,-,7.08,Deportivo La Coruna,2012/2013
"Germán Lux 41,  GK",185,79,3(1),315,-,-,-,-,-,50.9,0.3,-,6.99,Deportivo La Coruna,2012/2013
"Aythami Artiles 37,  D(C)",184,79,24(2),2174,-,1,10,-,0.5,80.6,2.1,2,6.98,Deportivo La Coruna,2012/2013
"Manuel Pablo 48,  D(LR)",177,73,24,2112,-,2,5,1,0.1,80.6,1.2,-,6.96,Deportivo La Coruna,2012/2013
"Riki 43,  AM(R),FW",187,84,36,2728,13,-,5,-,3.4,74,2.5,2,6.92,Deportivo La Coruna,2012/2013
"Laure 38,  D(R)",171,68,10(1),945,-,1,4,-,0.2,84.8,0.5,-,6.88,Deportivo La Coruna,2012/2013
"Silvio 36,  D(LR)",178,72,16(1),1346,2,-,1,1,1,80.5,1.6,1,6.86,Deportivo La Coruna,2012/2013
"Carlos Marchena 44,  D(C)",183,79,22,1855,2,-,7,1,0.5,80.5,0.5,1,6.84,Deportivo La Coruna,2012/2013
"Bruno Gama 36,  AM(LR)",175,73,38,3154,6,6,4,-,1.5,79.9,0.3,2,6.83,Deportivo La Coruna,2012/2013
"Álex Bergantiños 38,  M(C)",177,72,22(7),2058,1,1,4,-,0.9,80.4,1.5,2,6.81,Deportivo La Coruna,2012/2013
"Juan Domínguez 34,  M(C)",181,71,21(3),1871,1,-,4,-,0.5,88.7,0.6,-,6.73,Deportivo La Coruna,2012/2013
"Zé Castro 41,  D(C)",183,76,20(4),1787,-,-,4,-,0.5,79.8,1.5,-,6.65,Deportivo La Coruna,2012/2013
"Juan Carlos Valerón 48,  AM(C)",180,72,28(5),2283,1,8,2,-,0.4,82.7,1.1,-,6.62,Deportivo La Coruna,2012/2013
"Daniel Aranzubia 44,  GK",184,80,35,3087,-,-,3,1,-,46.2,0.3,1,6.59,Deportivo La Coruna,2012/2013
"Kaká 42,  D(C)",186,74,5(1),434,-,-,-,-,0.2,87.8,1,-,6.53,Deportivo La Coruna,2012/2013
"Paulo Assunção 44,  M(C)",173,70,7(2),622,-,-,2,1,0.1,77.6,0.4,-,6.53,Deportivo La Coruna,2012/2013
"Jesús Vázquez 44,  Midfielder",182,78,2(3),174,-,-,1,-,0.4,66,0.2,-,6.41,Deportivo La Coruna,2012/2013
"Ayoze Díaz 41,  D(L)",175,75,11(3),1002,-,-,4,-,0.8,72.7,0.4,-,6.41,Deportivo La Coruna,2012/2013
"Evaldo 41,  D(L)",184,84,14(1),1209,-,1,4,1,0.3,79,0.9,-,6.34,Deportivo La Coruna,2012/2013
"Diogo Salomão 35,  AM(LR)",175,68,2(12),427,2,-,1,-,1.1,73.7,0.1,-,6.33,Deportivo La Coruna,2012/2013
"Nélson Oliveira 32,  FW",186,81,2(28),842,4,-,5,-,1.8,75.2,0.3,-,6.32,Deportivo La Coruna,2012/2013
"André Santos 35,  M(C)",178,72,4(9),336,-,-,3,-,0.5,84,0.4,-,6.23,Deportivo La Coruna,2012/2013
"Rodolfo Bodipo 46,  FW",181,80,0(6),79,1,-,-,-,0.8,76.9,0.3,-,6.16,Deportivo La Coruna,2012/2013
"Javier Camuñas 43,  AM(CL),FW",173,71,4(19),645,1,-,5,-,0.3,78,0.2,-,6.15,Deportivo La Coruna,2012/2013
"Roderick Miranda 32,  D(C)",191,85,3,243,-,-,-,-,-,84,0.3,-,6.09,Deportivo La Coruna,2012/2013
"Pablo Insua 30,  D(C)",187,80,2(1),190,-,-,-,-,-,93,0.3,-,5.75,Deportivo La Coruna,2012/2013
"Tiago Pinto 36,  D(L),M(C)",177,75,1,90,-,-,1,-,-,70.6,-,-,5.47,Deportivo La Coruna,2012/2013
"Maurizio Lanzaro 42,  D(CLR)",183,80,0(1),59,-,-,1,-,-,68.4,3,-,7.18,Real Zaragoza,2012/2013
"Abraham Minero 38,  D(L)",175,71,35,3126,-,2,12,1,0.2,71.8,1.3,2,7.01,Real Zaragoza,2012/2013
"Apoño 40,  M(C)",173,72,29(3),2558,9,4,9,-,1.7,79,0.7,3,6.99,Real Zaragoza,2012/2013
"Raúl Goni 35,  D(L)",186,82,4,316,-,-,1,-,0.3,73.6,2.8,-,6.9,Real Zaragoza,2012/2013
"Álvaro González 34,  D(C)",178,72,33,2942,1,-,12,2,0.6,70.2,2.3,-,6.85,Real Zaragoza,2012/2013
"Paco Montañés 37,  AM(LR)",173,75,38,3253,5,1,3,-,1.4,78.9,0.7,1,6.84,Real Zaragoza,2012/2013
"Cristian Sapunaru 39,  D(CR),DMC",187,81,29,2556,2,-,18,1,0.4,75,1.6,2,6.81,Real Zaragoza,2012/2013
"Hélder Postiga 41,  FW",180,76,36(1),3164,14,-,7,-,3.1,67.6,3.1,2,6.77,Real Zaragoza,2012/2013
"Ádám Pintér 35,  D(C),M(C)",191,76,16(2),1358,-,-,5,-,0.7,75.2,1.6,-,6.72,Real Zaragoza,2012/2013
"Glenn Loovens 40,  D(C)",190,83,21,1692,-,-,6,2,0.4,79,1.9,1,6.72,Real Zaragoza,2012/2013
"Roberto Jiménez 38,  GK",192,94,33,2970,-,-,3,-,-,39.3,0.5,1,6.69,Real Zaragoza,2012/2013
"José Mari Martín 36,  DMC",180,69,16(8),1464,-,-,10,1,0.9,76.3,2,1,6.69,Real Zaragoza,2012/2013
"Víctor Rodríguez 34,  AM(CLR)",170,70,26(7),2111,1,7,3,-,1.3,81.3,0.3,1,6.65,Real Zaragoza,2012/2013
"Rubén Rochina 32,  M(CLR)",182,76,5(10),633,1,-,1,-,2.4,72.4,0.2,-,6.64,Real Zaragoza,2012/2013
"José Fernández 34,  D(R)",168,66,7(4),702,-,1,1,-,0.1,74.5,0.5,1,6.58,Real Zaragoza,2012/2013
"Franco Zuculini 33,  M(CR)",176,70,13(3),925,1,-,1,-,0.9,73.4,0.4,-,6.57,Real Zaragoza,2012/2013
"Javier Paredes 41,  D(C)",175,73,17(4),1610,-,-,7,-,0.1,75,2.1,-,6.52,Real Zaragoza,2012/2013
"José María Movilla 49,  M(C)",170,71,24(6),2108,-,3,10,-,0.3,80.3,0.4,-,6.5,Real Zaragoza,2012/2013
"Ivan Obradovic 35,  D(L)",181,74,1,73,-,-,-,-,-,85.7,1,-,6.5,Real Zaragoza,2012/2013
"Pablo Alcolea 34,  Goalkeeper",184,78,1(1),101,-,-,1,-,-,55.6,1,-,6.43,Real Zaragoza,2012/2013
"Rodri Ríos 33,  AM(C),FW",175,74,8(4),640,2,-,3,-,1.2,71.8,1,-,6.4,Real Zaragoza,2012/2013
"Romaric 40,  D(C),M(C)",187,88,7(5),473,-,1,-,1,0.8,77.7,1.8,-,6.35,Real Zaragoza,2012/2013
"Jorge Ortí 30,  Forward",180,74,1(5),170,-,-,-,-,0.3,69.2,0.7,-,6.3,Real Zaragoza,2012/2013
"Aranda 43,  FW",186,82,2(9),412,-,-,-,-,0.7,72.9,0.5,-,6.26,Real Zaragoza,2012/2013
"Lucas Wílchez 40,  AM(CL),FW",172,70,1(4),117,-,-,-,-,0.2,85.3,0.4,-,6.23,Real Zaragoza,2012/2013
"Tarsi Aguado 29,  Midfielder",179,70,0(1),62,-,-,-,-,-,78.9,-,-,6.21,Real Zaragoza,2012/2013
"Stefan Babovic 37,  AM(C)",180,77,3(6),370,-,-,1,-,0.2,78.2,1,-,6.19,Real Zaragoza,2012/2013
